24-11-2024,Meeting,21:05,https://jitsi.org/d5320faf-727e-4b1c-ba37-345fa726c38c
28-11-2024,Meeting,21:00,https://jitsi.org/bb0ff462-bf70-48d5-9ad0-dad1c16eb843
29-11-2024,Meeting,21:00,https://meet.jit.si/1ea66340-6baf-4163-a100-6ab69044a169
30-11-2024,Meeting,12:00,https://meet.jit.si/374668c8-d993-4722-b3b4-ba9decc7f605
30-11-2024,Meeting,13:00,https://meet.jit.si/ca947de8-2ec4-43e3-9667-e60897289b09
04-12-2024,maths ,20:00 - https://meet.google.com/cjp-wfym-paw
12-06-2024,dsa,12:00,https://meet.jit.si/4a36a617-7eb8-43af-b755-b4b6f180920b
12-12-2024,dsa,12:00,https://meet.jit.si/53fffdb5-0287-4c50-9c1b-c733d0ed08f6
12-08-2024,General,13:00,https://meet.jit.si/091311b6-8b90-44a9-92f2-fbf79cfaf3db
